H,rs,active_folds,mean_sharpe,mean_trades,worst_dd,sharpe_ci_lo,sharpe_ci_hi,significant_at_95,p_value_null,deflated_sharpe_stat,expected_max_under_null,probability_edge_real,min_detectable_sharpe,is_adequately_powered,fdr_passes
0.45,0.15,78,-1.421429742459893,19.141025641025642,0.1474871827560228,-2.027375901067969,-0.9220506188406526,True,0.0,-14.910232627905943,0.27774896296357066,1.413828467847827e-50,4.469274624889283,False,True
0.45,0.2,42,-1.3809133906927331,19.238095238095237,0.1222831511300847,-2.173199703023813,-0.8811362528269925,True,0.0,-11.279397260380643,0.3806325112969489,8.293929346944738e-30,6.090594666542717,False,True
0.45,0.25,23,-1.268530230227261,18.73913043478261,0.1222831511300847,-2.1289202248516563,0.030698448436685788,False,0.011,-8.387171442310814,0.519620729470723,2.489892592140213e-17,8.230390192210978,False,True
0.45,0.3,7,-0.8436282884436591,17.142857142857142,0.0710668917804064,-0.8436282884436591,-0.8436282884436591,True,0.598,-4.503696097904897,0.9949979442947859,3.33908437426956e-06,14.918849163146318,False,False
0.45,0.35,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.45,0.4,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.45,0.45,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.45,0.5,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.45,0.55,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.45,0.6,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.5,0.1,115,-1.259864724472402,18.85217391304348,0.1474871827560228,-1.7324908266335113,-0.7439353114489243,True,0.0,-15.888911508806128,0.22826818359008863,3.7814715788774086e-57,3.6807423902262615,False,True
0.5,0.15,78,-1.421429742459893,19.141025641025642,0.1474871827560228,-2.027375901067969,-0.9220506188406526,True,0.0,-14.910232627905943,0.27774896296357066,1.413828467847827e-50,4.469274624889283,False,True
0.5,0.2,42,-1.3809133906927331,19.238095238095237,0.1222831511300847,-2.173199703023813,-0.8811362528269925,True,0.0,-11.279397260380643,0.3806325112969489,8.293929346944738e-30,6.090594666542717,False,True
0.5,0.25,23,-1.268530230227261,18.73913043478261,0.1222831511300847,-2.1289202248516563,0.030698448436685788,False,0.011,-8.387171442310814,0.519620729470723,2.489892592140213e-17,8.230390192210978,False,True
0.5,0.3,7,-0.8436282884436591,17.142857142857142,0.0710668917804064,-0.8436282884436591,-0.8436282884436591,True,0.598,-4.503696097904897,0.9949979442947859,3.33908437426956e-06,14.918849163146318,False,False
0.5,0.35,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.5,0.4,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.5,0.45,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.5,0.5,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.5,0.55,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.5,0.6,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.55,0.1,115,-1.259864724472402,18.85217391304348,0.1474871827560228,-1.7324908266335113,-0.7439353114489243,True,0.0,-15.888911508806128,0.22826818359008863,3.7814715788774086e-57,3.6807423902262615,False,True
0.55,0.15,78,-1.421429742459893,19.141025641025642,0.1474871827560228,-2.027375901067969,-0.9220506188406526,True,0.0,-14.910232627905943,0.27774896296357066,1.413828467847827e-50,4.469274624889283,False,True
0.55,0.2,42,-1.3809133906927331,19.238095238095237,0.1222831511300847,-2.173199703023813,-0.8811362528269925,True,0.0,-11.279397260380643,0.3806325112969489,8.293929346944738e-30,6.090594666542717,False,True
0.55,0.25,23,-1.268530230227261,18.73913043478261,0.1222831511300847,-2.1289202248516563,0.030698448436685788,False,0.011,-8.387171442310814,0.519620729470723,2.489892592140213e-17,8.230390192210978,False,True
0.55,0.3,7,-0.8436282884436591,17.142857142857142,0.0710668917804064,-0.8436282884436591,-0.8436282884436591,True,0.598,-4.503696097904897,0.9949979442947859,3.33908437426956e-06,14.918849163146318,False,False
0.55,0.35,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.55,0.4,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.55,0.45,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.55,0.5,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.55,0.55,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.55,0.6,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.6,0.1,115,-1.259864724472402,18.85217391304348,0.1474871827560228,-1.7324908266335113,-0.7439353114489243,True,0.0,-15.888911508806128,0.22826818359008863,3.7814715788774086e-57,3.6807423902262615,False,True
0.6,0.15,78,-1.421429742459893,19.141025641025642,0.1474871827560228,-2.027375901067969,-0.9220506188406526,True,0.0,-14.910232627905943,0.27774896296357066,1.413828467847827e-50,4.469274624889283,False,True
0.6,0.2,42,-1.3809133906927331,19.238095238095237,0.1222831511300847,-2.173199703023813,-0.8811362528269925,True,0.0,-11.279397260380643,0.3806325112969489,8.293929346944738e-30,6.090594666542717,False,True
0.6,0.25,23,-1.268530230227261,18.73913043478261,0.1222831511300847,-2.1289202248516563,0.030698448436685788,False,0.011,-8.387171442310814,0.519620729470723,2.489892592140213e-17,8.230390192210978,False,True
0.6,0.3,7,-0.8436282884436591,17.142857142857142,0.0710668917804064,-0.8436282884436591,-0.8436282884436591,True,0.598,-4.503696097904897,0.9949979442947859,3.33908437426956e-06,14.918849163146318,False,False
0.6,0.35,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.6,0.4,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.6,0.45,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.6,0.5,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.6,0.55,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
0.6,0.6,0,0.0,0.0,0.0,,,False,,-2.437237258640426,2.437237258640426,0.007399982595265384,,False,False
