mode,period,country_i,country_j,pearson_r,spearman_r,kendall_tau,effective_n,bootstrap_ci_low,bootstrap_ci_high,near_perfect_warning,low_n_warning,low_variance_warning,headline_allowed
changes,normal,BE,FI,0.6226101751503363,0.6785714285714287,0.5238095238095238,7,-0.33517371910774263,0.9578493535869258,False,True,False,False
changes,normal,BE,FR,0.4018176915689048,0.5,0.4285714285714286,7,-0.3705643258516977,0.8928675530302191,False,True,False,False
changes,normal,BE,GB,-0.32391386137755324,-0.6071428571428572,-0.33333333333333337,7,-0.902511597404629,0.3902924669864965,False,True,False,False
changes,normal,BE,GG,-0.19651685144276954,-0.03571428571428572,-0.04761904761904762,7,-0.9721352506548103,0.8743704014794733,False,True,False,False
changes,normal,BE,GR,-0.17313418179563408,-0.25,-0.14285714285714288,7,-0.5721934623184785,0.6790248822657926,False,True,False,False
changes,normal,BE,HK,,,,7,,,False,True,True,False
changes,normal,BE,IE,0.3633265595061682,0.4642857142857144,0.33333333333333337,7,-0.46332342516076774,0.8916000529757124,False,True,False,False
changes,normal,BE,IM,0.2800770698413542,0.5357142857142858,0.4285714285714286,7,-0.956895043122967,0.9579177449153119,False,True,False,False
changes,normal,BE,IT,,,,7,,,False,True,True,False
changes,normal,BE,JE,0.06346638745639659,0.1785714285714286,0.14285714285714288,7,-0.9806312673268491,0.9899031954374297,False,True,False,False
changes,normal,BE,JP,0.4528601494145727,0.39285714285714296,0.33333333333333337,7,-0.314136606324493,0.9909667228845795,False,True,False,False
changes,normal,BE,KR,-0.8222834095784125,-0.7500000000000002,-0.6190476190476191,7,-0.984664801146186,-0.5258303778467351,False,True,False,False
changes,normal,BE,LU,-0.3772644857174719,-0.28571428571428575,-0.23809523809523814,7,-0.8759271795852712,0.7539090730635416,False,True,False,False
changes,normal,BE,MO,0.08274654875173648,0.03571428571428572,0.04761904761904762,7,-0.9080391648781372,0.8263930126096862,False,True,False,False
changes,normal,BE,MX,-0.6813776196885494,-0.5714285714285715,-0.4285714285714286,7,-0.9812660628586116,0.7776129200770533,False,True,False,False
changes,normal,BE,NL,-0.300027162267048,-0.4642857142857144,-0.4285714285714286,7,-0.8533193143267737,0.41442515530497465,False,True,False,False
changes,normal,BE,PH,,,,7,,,False,True,True,False
changes,normal,BE,SE,0.2170043932900476,0.21428571428571433,0.23809523809523814,7,-0.5275057152884648,0.982177230524135,False,True,False,False
changes,normal,BE,TW,0.021605916476039915,-0.14285714285714288,-0.14285714285714288,7,-0.6424638526957532,0.7986386368414823,False,True,False,False
changes,normal,BE,US,-0.1999938562794583,0.3214285714285715,0.14285714285714288,7,-0.7448180608345196,0.7403062223728178,False,True,False,False
changes,normal,BE,ZA,,,,7,,,False,True,True,False
changes,normal,BR,CA,0.1740688936981396,-0.222717701593687,-0.1973855084879307,7,-0.7381332763218602,0.832589810994036,False,True,False,False
changes,normal,BR,CH,0.4701938021096945,0.3214285714285715,0.23809523809523814,7,-0.6966497378053478,0.9728552205654218,False,True,False,False
changes,normal,BR,CL,-0.36802747266035346,-0.42857142857142866,-0.33333333333333337,7,-0.9491684704353887,0.887874440145775,False,True,False,False
changes,normal,BR,DE,0.08434355254572913,0.0,-0.04761904761904762,7,-0.8605123256889982,0.5823569664779306,False,True,False,False
changes,normal,BR,DK,-0.5353207490439967,-0.28571428571428575,-0.23809523809523814,7,-0.9791498820223334,0.519303157624751,False,True,False,False
changes,normal,BR,ES,,,,7,,,False,True,True,False
changes,normal,BR,FI,-0.21859288132987895,-0.28571428571428575,-0.14285714285714288,7,-0.7835953084819279,0.5219648024399792,False,True,False,False
changes,normal,BR,FR,0.34008345234138704,-0.03571428571428572,-0.04761904761904762,7,-0.9776174010281887,0.988958053005688,False,True,False,False
changes,normal,BR,GB,0.8203589644238988,0.6071428571428572,0.5238095238095238,7,0.2964812801566011,0.9778187829052283,False,True,False,False
changes,normal,BR,GG,0.404367928062436,0.3571428571428572,0.23809523809523814,7,-0.5065550706422929,0.9082626964024414,False,True,False,False
changes,normal,BR,GR,0.5255298176760825,0.10714285714285716,0.14285714285714288,7,-0.7860547024572881,0.9920702227531946,False,True,False,False
changes,normal,BR,HK,,,,7,,,False,True,True,False
changes,normal,BR,IE,-0.3492579697547767,-0.1785714285714286,-0.14285714285714288,7,-0.838236961015124,0.45064347752874184,False,True,False,False
changes,normal,BR,IM,0.19482770850740927,0.03571428571428572,0.14285714285714288,7,-0.5199414329508054,0.9387035962087065,False,True,False,False
changes,normal,BR,IT,,,,7,,,False,True,True,False
changes,normal,BR,JE,0.2949501918030364,0.28571428571428575,0.23809523809523814,7,-0.3882067056286479,0.9456462604011094,False,True,False,False
changes,normal,BR,JP,-0.32006357444473704,-0.3571428571428572,-0.33333333333333337,7,-0.8425033362717043,0.7675929181005242,False,True,False,False
changes,normal,BR,KR,0.1341742561195556,0.10714285714285716,0.04761904761904762,7,-0.8571746177217563,0.7386639176155273,False,True,False,False
changes,normal,BR,LU,-0.11349832781086064,-0.10714285714285716,0.04761904761904762,7,-0.7382684804136003,0.7826658554196353,False,True,False,False
changes,normal,BR,MO,-0.36740080472469067,-0.07142857142857144,-0.04761904761904762,7,-0.9006367228053908,0.9639210354520052,False,True,False,False
changes,normal,BR,MX,0.6484036944827146,0.7857142857142859,0.6190476190476191,7,-0.01050264796703226,0.9790697901111683,False,True,False,False
changes,normal,BR,NL,0.6236082493891284,0.5357142857142858,0.4285714285714286,7,-0.44426084658619247,0.9877450051128459,False,True,False,False
changes,normal,BR,PH,,,,7,,,False,True,True,False
changes,normal,BR,SE,0.6237492528075422,0.42857142857142866,0.33333333333333337,7,-0.33107971550997933,0.9297719705586187,False,True,False,False
changes,normal,BR,TW,0.09250798769796476,0.21428571428571433,0.14285714285714288,7,-0.8632055806477271,0.9720938855203743,False,True,False,False
changes,normal,BR,US,0.7099678848916948,0.28571428571428575,0.23809523809523814,7,-0.8631603241630416,0.965855927318958,False,True,False,False
changes,normal,BR,ZA,,,,7,,,False,True,True,False
changes,normal,CA,CH,0.06608557398698317,0.445435403187374,0.3289758474798845,7,-0.29248641534927466,0.9586289114144748,False,True,False,False
changes,normal,CA,CL,0.216863949345075,0.5790660241435863,0.4605661864718383,7,-0.09208935095393189,0.9428087885160316,False,True,False,False
changes,normal,CA,DE,0.23855656407017292,-0.2672612419124244,-0.1973855084879307,7,-0.9894045601028847,0.6194693837360179,False,True,False,False
changes,normal,CA,DK,0.5083311647077343,0.40089186286863665,0.3289758474798845,7,-0.6385169413595305,0.8609949246346907,False,True,False,False
changes,normal,CA,ES,,,,7,,,False,True,True,False
changes,normal,CA,FI,0.059705024277919135,0.2672612419124244,0.1973855084879307,7,-0.4229762279741059,0.670237297274554,False,True,False,False
changes,normal,CA,FR,-0.06669730784177919,-0.044543540318737404,-0.0657951694959769,7,-0.7257441768527597,0.4321070305386142,False,True,False,False
changes,normal,CA,GB,-0.0231742400510354,0.35634832254989923,0.3289758474798845,7,-0.4926034356397902,0.8922714418030205,False,True,False,False
changes,normal,CA,GG,0.22630419526737508,-0.08908708063747481,-0.0657951694959769,7,-0.6741982633451188,0.8647954207870194,False,True,False,False
changes,normal,CA,GR,0.10221679699843715,0.445435403187374,0.3289758474798845,7,-0.19171603714065572,0.7587854498330177,False,True,False,False
changes,normal,CA,HK,,,,7,,,False,True,True,False
changes,normal,CA,IE,-0.48834364124501595,-0.8017837257372733,-0.7237468644557459,7,-0.9207955982265634,-0.37283592719555925,False,True,False,False
changes,normal,CA,IM,-0.029171477164294947,-0.445435403187374,-0.3289758474798845,7,-0.9336610244337039,0.4794202046366923,False,True,False,False
changes,normal,CA,IT,,,,7,,,False,True,True,False
changes,normal,CA,JE,-0.24112749825057583,-0.7572401854185358,-0.5921565254637922,7,-0.9855289313577503,0.13777383763995452,False,True,False,False
changes,normal,CA,JP,0.4363211628988918,0.7572401854185358,0.5921565254637922,7,0.13488459672756,0.9894748644244789,False,True,False,False
changes,normal,CA,KR,0.3121621336780573,0.08908708063747481,0.0657951694959769,7,-0.6654315607446489,0.7446687500634943,False,True,False,False
changes,normal,CA,LU,0.766747315757914,0.668153104781061,0.5921565254637922,7,-0.33890359319464786,0.9918371399935244,False,True,False,False
changes,normal,CA,MO,0.42207597525075913,0.08908708063747481,0.0657951694959769,7,-0.7343264658896653,0.9013535230759724,False,True,False,False
changes,normal,CA,MX,0.27907723073702934,0.08908708063747481,0.0657951694959769,7,-0.9748876567385604,0.729253883993222,False,True,False,False
changes,normal,CA,NL,0.6401828009866123,0.1336306209562122,0.0657951694959769,7,-0.7757198873236737,0.9840658830915534,False,True,False,False
changes,normal,CA,PH,,,,7,,,False,True,True,False
changes,normal,CA,SE,0.17248188131857997,0.17817416127494962,0.1973855084879307,7,-0.34453516286823715,0.8543407692631635,False,True,False,False
changes,normal,CA,TW,-0.05641521223094557,-0.1336306209562122,-0.0657951694959769,7,-0.9832933171527048,0.35698487544921287,False,True,False,False
changes,normal,CA,US,-0.2550763578587795,-0.4899789435061115,-0.4605661864718383,7,-0.7650750119125811,-0.1394233433903717,False,True,False,False
changes,normal,CA,ZA,,,,7,,,False,True,True,False
changes,normal,CH,CL,0.4579765611697456,0.5357142857142858,0.4285714285714286,7,-0.46335186550376284,0.996405276513022,False,True,False,False
changes,normal,CH,DE,-0.08580274891518334,-0.25,-0.23809523809523814,7,-0.9967223035283389,0.5558756558942034,False,True,False,False
changes,normal,CH,DK,-0.6511341818676041,-0.3214285714285715,-0.23809523809523814,7,-0.9687002038647958,0.43757547887965026,False,True,False,False
changes,normal,CH,ES,,,,7,,,False,True,True,False
changes,normal,CH,FI,0.1350647536084026,0.1785714285714286,0.23809523809523814,7,-0.7315318428392324,0.9269174777794255,False,True,False,False
changes,normal,CH,FR,0.6025507450826273,0.3571428571428572,0.33333333333333337,7,-0.8008930363151819,0.9486186979289055,False,True,False,False
changes,normal,CH,GB,0.7437766371369833,0.642857142857143,0.5238095238095238,7,-0.3528697460135621,0.9825684860729803,False,True,False,False
changes,normal,CH,GG,0.5044201028336771,0.3571428571428572,0.23809523809523814,7,-0.6686580905498242,0.9680950237141009,False,True,False,False
changes,normal,CH,GR,0.7738247493870845,0.6785714285714287,0.5238095238095238,7,-0.16359162370114533,0.9702352538660513,False,True,False,False
changes,normal,CH,HK,,,,7,,,False,True,True,False
changes,normal,CH,IE,-0.696031528812935,-0.7500000000000002,-0.5238095238095238,7,-0.9725599722670338,-0.34541960867459687,False,True,False,False
changes,normal,CH,IM,-0.14576386276038733,-0.25,-0.23809523809523814,7,-0.9968758014613502,0.7198678181483107,False,True,False,False
changes,normal,CH,IT,,,,7,,,False,True,True,False
changes,normal,CH,JE,-0.478884598544611,-0.6785714285714287,-0.5238095238095238,7,-0.9698017528918176,0.04416093129985701,False,True,False,False
changes,normal,CH,JP,0.33180856329147046,0.39285714285714296,0.4285714285714286,7,-0.49979695227478194,0.9881596737517079,False,True,False,False
changes,normal,CH,KR,0.2107590736342516,0.07142857142857144,0.04761904761904762,7,-0.8194658674646558,0.8027386477871388,False,True,False,False
changes,normal,CH,LU,0.07976067323740459,0.5714285714285715,0.4285714285714286,7,-0.818049326012674,0.9603093298496266,False,True,False,False
changes,normal,CH,MO,-0.8115229926704669,-0.7500000000000002,-0.6190476190476191,7,-0.9949563161483851,-0.1266004098766993,False,True,False,False
changes,normal,CH,MX,0.4147781519560945,0.642857142857143,0.6190476190476191,7,-0.7510064902254986,0.9361028802523322,False,True,False,False
changes,normal,CH,NL,0.3029953696163142,0.03571428571428572,-0.14285714285714288,7,-0.9170150023919412,0.8717515631536664,False,True,False,False
changes,normal,CH,PH,,,,7,,,False,True,True,False
changes,normal,CH,SE,0.7238730177159091,0.39285714285714296,0.33333333333333337,7,-0.45296493702481383,0.9950032588996074,False,True,False,False
changes,normal,CH,TW,-0.6366588313168066,-0.5,-0.4285714285714286,7,-0.9822902149825509,-0.10588094627134419,False,True,False,False
changes,normal,CH,US,0.6831661621430358,0.3214285714285715,0.23809523809523814,7,-0.6710713205754022,0.9932468534261178,False,True,False,False
changes,normal,CH,ZA,,,,7,,,False,True,True,False
changes,normal,CL,DE,0.10534411960849156,0.14285714285714288,0.14285714285714288,7,-0.8248997281344199,0.9277285823357212,False,True,False,False
changes,normal,CL,DK,0.11663822150732912,0.28571428571428575,0.14285714285714288,7,-0.5370221160756449,0.8032342014033816,False,True,False,False
changes,normal,CL,ES,,,,7,,,False,True,True,False
changes,normal,CL,FI,-0.019920627171757778,0.0,0.04761904761904762,7,-0.9084153772658121,0.9672272954781896,False,True,False,False
changes,normal,CL,FR,0.11288363957555562,-0.03571428571428572,0.14285714285714288,7,-0.8242668792382348,0.9671132741518078,False,True,False,False
changes,normal,CL,GB,-0.1767608767142011,-0.10714285714285716,-0.04761904761904762,7,-0.782094811667258,0.5813871086999283,False,True,False,False
changes,normal,CL,GG,0.21306645443229613,0.07142857142857144,0.04761904761904762,7,-0.5717428449533724,0.8218906721689212,False,True,False,False
changes,normal,CL,GR,-0.017790177959873418,0.10714285714285716,0.14285714285714288,7,-0.6028493085603817,0.8704731933240141,False,True,False,False
changes,normal,CL,HK,,,,7,,,False,True,True,False
changes,normal,CL,IE,-0.46843594779099806,-0.4642857142857144,-0.33333333333333337,7,-0.8884997683085,0.37380069863963195,False,True,False,False
changes,normal,CL,IM,-0.3250412769266841,-0.25,-0.23809523809523814,7,-0.9971827295120523,0.8007598587694394,False,True,False,False
changes,normal,CL,IT,,,,7,,,False,True,True,False
changes,normal,CL,JE,-0.5580350130122415,-0.642857142857143,-0.5238095238095238,7,-0.9689145577506567,0.1551075253115661,False,True,False,False
changes,normal,CL,JP,0.7628361968181143,0.7857142857142859,0.6190476190476191,7,0.35841333543796305,0.9845098677662253,False,True,False,False
changes,normal,CL,KR,0.4692994800736061,0.3214285714285715,0.23809523809523814,7,-0.5931159604981222,0.9774224158554018,False,True,False,False
changes,normal,CL,LU,0.5613695021680309,0.8214285714285715,0.6190476190476191,7,0.0527211504873736,0.9963576620348416,False,True,False,False
changes,normal,CL,MO,-0.3810727043377889,-0.5,-0.4285714285714286,7,-0.9486927809696171,0.48777988945320916,False,True,False,False
changes,normal,CL,MX,0.21132791983298027,0.14285714285714288,0.04761904761904762,7,-0.8737161192530284,0.9536466085372282,False,True,False,False
changes,normal,CL,NL,-0.3108383831176146,-0.4642857142857144,-0.33333333333333337,7,-0.9345811710108293,0.3932479177164904,False,True,False,False
changes,normal,CL,PH,,,,7,,,False,True,True,False
changes,normal,CL,SE,-0.12266796894268028,-0.3571428571428572,-0.23809523809523814,7,-0.7560253221796863,0.5997668116075952,False,True,False,False
changes,normal,CL,TW,-0.6715755620933416,-0.5714285714285715,-0.4285714285714286,7,-0.9300745342914912,0.0050518787225540054,False,True,False,False
changes,normal,CL,US,-0.11199998697860902,0.07142857142857144,0.04761904761904762,7,-0.7966182436668023,0.7121750244859489,False,True,False,False
changes,normal,CL,ZA,,,,7,,,False,True,True,False
changes,normal,DE,DK,0.5206270572508115,0.642857142857143,0.4285714285714286,7,0.12851703679324558,0.9498121442719452,False,True,False,False
changes,normal,DE,ES,,,,7,,,False,True,True,False
changes,normal,DE,FI,0.37496815505389886,0.0,-0.04761904761904762,7,-0.7693994194078109,0.9019707600385869,False,True,False,False
changes,normal,DE,FR,0.5683312878570266,0.07142857142857144,0.04761904761904762,7,-0.9365407770492005,0.9787292962848898,False,True,False,False
changes,normal,DE,GB,-0.12427125474187803,-0.6785714285714287,-0.5238095238095238,7,-0.9821422681089435,0.27475310595826524,False,True,False,False
changes,normal,DE,GG,0.6342995427405543,0.5,0.33333333333333337,7,-0.5954258357365921,0.9988866584119273,False,True,False,False
changes,normal,DE,GR,-0.35388927078002747,-0.7142857142857144,-0.5238095238095238,7,-0.9626141150913194,0.2732381387364134,False,True,False,False
changes,normal,DE,HK,,,,7,,,False,True,True,False
changes,normal,DE,IE,0.4381695553825065,0.5714285714285715,0.33333333333333337,7,-0.19255608637830013,0.9406333654032595,False,True,False,False
changes,normal,DE,IM,0.8568285933110676,0.7500000000000002,0.6190476190476191,7,0.0007969220666425122,0.9869393579900705,False,True,False,False
changes,normal,DE,IT,,,,7,,,False,True,True,False
changes,normal,DE,JE,0.45049208841769134,0.42857142857142866,0.33333333333333337,7,-0.4320327704298601,0.9745675339427696,False,True,False,False
changes,normal,DE,JP,0.1163025625669366,0.21428571428571433,0.14285714285714288,7,-0.8382450391816694,0.8614234416976343,False,True,False,False
changes,normal,DE,KR,-0.16802610841750293,0.1785714285714286,0.14285714285714288,7,-0.6829564794574197,0.9931752430083337,False,True,False,False
changes,normal,DE,LU,0.45327362250267583,0.1785714285714286,0.14285714285714288,7,-0.1650677049634022,0.9133797717300102,False,True,False,False
changes,normal,DE,MO,0.1636599925603336,0.14285714285714288,0.04761904761904762,7,-0.782897561932103,0.7895186206286505,False,True,False,False
changes,normal,DE,MX,0.37423048643101164,0.10714285714285716,-0.04761904761904762,7,-0.49815694407678435,0.8805902680238629,False,True,False,False
changes,normal,DE,NL,0.16711138281480525,-0.07142857142857144,-0.04761904761904762,7,-0.7399963856167373,0.7781546047934076,False,True,False,False
changes,normal,DE,PH,,,,7,,,False,True,True,False
changes,normal,DE,SE,0.10005890489240392,-0.21428571428571433,-0.14285714285714288,7,-0.9839415086241955,0.7344334856010176,False,True,False,False
changes,normal,DE,TW,-0.21995486934950492,-0.3214285714285715,-0.14285714285714288,7,-0.8565841479569901,0.8268781335437903,False,True,False,False
changes,normal,DE,US,0.14355506804036378,0.5714285714285715,0.5238095238095238,7,-0.7677409763912422,0.9872331838697113,False,True,False,False
changes,normal,DE,ZA,,,,7,,,False,True,True,False
changes,normal,DK,ES,,,,7,,,False,True,True,False
changes,normal,DK,FI,0.22736758759755582,0.07142857142857144,0.14285714285714288,7,-0.6628045088824924,0.8310394637296638,False,True,False,False
changes,normal,DK,FR,-0.22374368412028584,-0.1785714285714286,-0.14285714285714288,7,-0.929670695203308,0.8790410212556546,False,True,False,False
changes,normal,DK,GB,-0.75859198839721,-0.4642857142857144,-0.5238095238095238,7,-0.9810267567476908,0.5558758700355076,False,True,False,False
changes,normal,DK,GG,-0.035469347982492384,0.21428571428571433,0.33333333333333337,7,-0.7236967758047071,0.9557978529514173,False,True,False,False
changes,normal,DK,GR,-0.6619027156338159,-0.4642857142857144,-0.33333333333333337,7,-0.9785613346708262,0.5010028147357862,False,True,False,False
changes,normal,DK,HK,,,,7,,,False,True,True,False
changes,normal,DK,IE,0.38496846141257773,0.10714285714285716,0.14285714285714288,7,-0.3106618767258717,0.9657371102981026,False,True,False,False
changes,normal,DK,IM,0.30387460508816183,0.3214285714285715,0.23809523809523814,7,-0.5785024468012153,0.8908633123307337,False,True,False,False
changes,normal,DK,IT,,,,7,,,False,True,True,False
changes,normal,DK,JE,0.12914181596069046,0.0,-0.04761904761904762,7,-0.7291773362758894,0.7137472115332941,False,True,False,False
changes,normal,DK,JP,0.2737824706398925,0.5,0.33333333333333337,7,-0.8990599729797855,0.9850561525660644,False,True,False,False
changes,normal,DK,KR,-0.06565659532719734,0.3214285714285715,0.14285714285714288,7,-0.8412421030561544,0.8932503057813099,False,True,False,False
changes,normal,DK,LU,0.5926560743127587,0.4642857142857144,0.33333333333333337,7,-0.7232399791876702,0.9783566338117612,False,True,False,False
changes,normal,DK,MO,0.8106345021115322,0.5714285714285715,0.4285714285714286,7,-0.06225244524837449,0.9859141000129285,False,True,False,False
changes,normal,DK,MX,-0.1880315163691751,-0.07142857142857144,-0.04761904761904762,7,-0.9622779995395248,0.8550338297490384,False,True,False,False
